pc1,pc2,country,segment
-2.913024587396588,0.09562057550551024,Afghanistan,High Priority
0.4299113299319379,-0.5881556664216976,Albania,Developing
-0.2852250773700542,-0.45517441333976627,Algeria,Developing
-2.9324226542292737,1.6955550705215485,Angola,High Priority
1.0335758664708323,0.1366587088423521,Antigua and Barbuda,Developing
0.02240726157374394,-1.7791865758294876,Argentina,Developing
-0.10158373658107425,-0.5682517238414148,Armenia,Developing
2.342164609685882,-1.9884591539619938,Australia,Stable / Developed
2.973763664204305,-0.73468865860783,Austria,Stable / Developed
-0.18148699731199278,-0.40286587348363545,Azerbaijan,Developing
1.2687438639868234,-0.6565883632526908,Bahamas,Developing
1.6709963959114875,0.5611624925384968,Bahrain,Stable / Developed
-1.123850934504572,-0.9613974045352931,Bangladesh,Developing
1.0813741969947281,-0.4819695301363479,Barbados,Developing
0.5800251522399515,0.5353268339800497,Belarus,Developing
3.1437859612631383,0.6635479207509856,Belgium,Stable / Developed
0.21125544693609757,0.6992426623417232,Belize,Developing
-2.672313879357945,0.41817212457900926,Benin,High Priority
-0.1565709622345522,0.7773956172959972,Bhutan,Developing
-0.7938515610201611,-0.12026108495343807,Bolivia,Developing
0.9958671428099946,-0.9718884391705795,Bosnia and Herzegovina,Developing
-0.8820876389925554,0.4573681803256267,Botswana,High Priority
0.14078136091759866,-2.1510773058294346,Brazil,Developing
2.4600860882799935,0.01645404364593505,Brunei,Stable / Developed
0.9065945150342394,0.030277605445238828,Bulgaria,Developing
-3.1220534364091437,0.03877496879184009,Burkina Faso,High Priority
-2.898970679302678,-0.42266332787881405,Burundi,High Priority
-0.5824118671980263,0.8948203322738497,Cambodia,Developing
-2.8079085749024095,0.07864889686740448,Cameroon,High Priority
2.54363055000637,-1.7270946979437092,Canada,Stable / Developed
-0.15580145212391838,0.35123545761455854,Cape Verde,Developing
-3.9649640194894413,0.38661931942066863,Central African Republic,High Priority
-3.5575552027002764,1.2891280920966872,Chad,High Priority
0.9516560554273625,-1.0764282701637697,Chile,Developing
0.057481980327566726,-1.189996519829345,China,Developing
0.1211461196510693,-1.768909136098783,Colombia,Developing
-2.0935564308403025,0.3436009878116033,Comoros,High Priority
-3.1733701154043685,1.050381633237966,"Congo, Dem. Rep.",High Priority
-1.7256764076372646,2.1763489504338653,"Congo, Rep.",High Priority
0.9378266149945533,-1.350472376095966,Costa Rica,Developing
-2.5817062329578673,1.2078734222116319,Cote d'Ivoire,High Priority
1.14886343594432,-0.8448120464284751,Croatia,Developing
2.1744549200988774,-0.004510447367102648,Cyprus,Stable / Developed
2.0532632868341683,0.423198279972062,Czech Republic,Stable / Developed
3.010491821376777,-0.8655487291060799,Denmark,Stable / Developed
-0.23110292277446673,-0.8806413020766546,Dominican Republic,Developing
0.009618332404326198,-1.0452209670773602,Ecuador,Developing
-0.8481866985512956,-0.8198189017563541,Egypt,Developing
0.08186784453623097,-0.5678039433428752,El Salvador,Developing
-1.2934228376741683,2.3636945517207626,Equatorial Guinea,High Priority
-2.474695897621835,-0.618025236494553,Eritrea,High Priority
1.6590833964277019,1.0215644729461175,Estonia,Developing
-0.1888284090725143,1.0717645827004343,Fiji,Developing
2.4589601917945205,-1.076142936930975,Finland,Stable / Developed
2.2542707953098278,-1.8666381291670775,France,Stable / Developed
-1.4217145532419786,0.3197233583730019,Gabon,High Priority
-2.2136695827033828,0.22349589624451757,Gambia,High Priority
0.3219422066451584,-0.5182552248417761,Georgia,Developing
2.671421951847692,-1.2736099005828228,Germany,Stable / Developed
-2.05416692951679,0.3800343931886968,Ghana,High Priority
1.7794929410031528,-1.765396932337489,Greece,Stable / Developed
0.1455047992657875,-0.43133636632317446,Grenada,Developing
-0.6635031249243224,-0.6139108370318461,Guatemala,Developing
-2.969529473372042,0.7285337855948661,Guinea,High Priority
-2.8336164728613262,-0.09112819501299954,Guinea-Bissau,High Priority
-0.3227814648557311,1.3613413588025745,Guyana,Developing
-4.409717274974026,1.7422304851976316,Haiti,High Priority
1.8391601264895328,1.27296492669684,Hungary,Developing
2.480923956777536,-0.6347019259054021,Iceland,Stable / Developed
-1.3428257947703697,-0.5351389457527029,India,Developing
-0.9547501236855884,-0.7323617864118163,Indonesia,Developing
-0.0010646119252022096,-1.334349594888409,Iran,Developing
-1.0292281606558114,-0.28326932294249896,Iraq,High Priority
3.668628044515044,1.7294931689378263,Ireland,Stable / Developed
1.485316658889606,-1.0492243637123582,Israel,Stable / Developed
2.1658099505088533,-1.7724854795157496,Italy,Stable / Developed
0.018609300222762016,-0.23896130429127974,Jamaica,Developing
2.265881986853446,-2.435593833582058,Japan,Stable / Developed
0.16014264327314687,0.5410651720875442,Jordan,Developing
-0.2933464997103712,-0.23752543410728313,Kazakhstan,Developing
-1.8747024727806496,-0.17102996726554345,Kenya,High Priority
-1.2392168622446311,0.36913841094404204,Kiribati,High Priority
2.4656587034837174,0.088049778457401,Kuwait,Stable / Developed
-0.33996988019490554,1.29819641202873,Kyrgyz Republic,Developing
-1.527769946030269,0.5457868911492445,Lao,High Priority
1.1888398448812432,0.16204003453331536,Latvia,Developing
1.1719907605412034,-0.2562951121423208,Lebanon,Developing
-1.8031513987910854,2.0378509792633666,Lesotho,High Priority
-1.7735802317176617,1.0533986657263872,Liberia,High Priority
0.8189430506398383,0.38984165994536957,Libya,Developing
1.409788123454305,0.7298331976042457,Lithuania,Developing
6.917754960193378,4.849843686160693,Luxembourg,Stable / Developed
0.7332103191064097,-0.09486743144697649,"Macedonia, FYR",Developing
-2.136008673805889,0.3427330416914555,Madagascar,High Priority
-2.9798852527902917,0.21662241913399163,Malawi,High Priority
1.2308284212408374,1.601748635119907,Malaysia,Developing
1.1086010069884467,1.0093142609302532,Maldives,Developing
-3.4122551274393134,0.5614685136080775,Mali,High Priority
3.6795425972565,4.765486050245485,Malta,Stable / Developed
-1.9539274713989847,1.3833845233477775,Mauritania,High Priority
0.8997750553071061,0.41647978070974234,Mauritius,Developing
-0.38092879543955765,0.10177362904942222,"Micronesia, Fed. Sts.",Developing
0.5095394527308874,0.16165834016735053,Moldova,Developing
-0.9449755375621804,0.529799561911102,Mongolia,Developing
1.0266838915521084,-0.2576415663057137,Montenegro,Developing
-0.2328701564428081,-0.28102776867821766,Morocco,Developing
